Review ID,Review,Overall sentiment (Annotator),Explicit Aspect,Implicit Aspect phrase,Category,Explicit Opinion ,Implicit Opinion  phrase,Sentiment towards aspect
202,"Everything is perfect, location, place and staff specially Mr Ahmed was too friendly and helpful. 
There is no playground for kids or swimming pool In the hotel, But there is a garden with playground just in front of the hotel
It was nice experience, I will visit agin for sure",Positive,Everything ,-,General,perfect,,Positive
203,"I am regularly checking in this hotel for business trips or whatever but for the first time I was disappointed with the room and the experience.
Room #104 please check the bath is really messy the sink was plug, the shower door was broken. The safe wasn’t working and were bad lighting too and already informed the receptionist while checking out",Negative,lighting ,-,Engineering,bad ,,Positive
203,"I am regularly checking in this hotel for business trips or whatever but for the first time I was disappointed with the room and the experience.
Room #104 please check the bath is really messy the sink was plug, the shower door was broken. The safe wasn’t working and were bad lighting too and already informed the receptionist while checking out",Negative,shower door,-,Engineering,broken,,Positive
203,"I am regularly checking in this hotel for business trips or whatever but for the first time I was disappointed with the room and the experience.
Room #104 please check the bath is really messy the sink was plug, the shower door was broken. The safe wasn’t working and were bad lighting too and already informed the receptionist while checking out",Negative,experience,-,General,disappointed ,,Positive
203,"I am regularly checking in this hotel for business trips or whatever but for the first time I was disappointed with the room and the experience.
Room #104 please check the bath is really messy the sink was plug, the shower door was broken. The safe wasn’t working and were bad lighting too and already informed the receptionist while checking out",Negative,room ,-,Room,disappointed ,,Positive
203,"I am regularly checking in this hotel for business trips or whatever but for the first time I was disappointed with the room and the experience.
Room #104 please check the bath is really messy the sink was plug, the shower door was broken. The safe wasn’t working and were bad lighting too and already informed the receptionist while checking out",Negative,bath ,-,Housekeeping,messy ,,Positive
203,"I am regularly checking in this hotel for business trips or whatever but for the first time I was disappointed with the room and the experience.
Room #104 please check the bath is really messy the sink was plug, the shower door was broken. The safe wasn’t working and were bad lighting too and already informed the receptionist while checking out",Negative,safe ,-,Engineering,null, wasn’t working ,Positive
203,"I am regularly checking in this hotel for business trips or whatever but for the first time I was disappointed with the room and the experience.
Room #104 please check the bath is really messy the sink was plug, the shower door was broken. The safe wasn’t working and were bad lighting too and already informed the receptionist while checking out",Negative,sink ,-,Engineering,plug,,Positive
204,"Cleanliness, rooms were not cleaned properly. Bathroom drainage was broken, flush was broken.. when complained, the maintenance worker came and just removed the drainage cover but did not solve the issue. All in all, very bad experience",Negative,experience,-,General,bad ,,Negative
204,"Cleanliness, rooms were not cleaned properly. Bathroom drainage was broken, flush was broken.. when complained, the maintenance worker came and just removed the drainage cover but did not solve the issue. All in all, very bad experience",Negative,drainage ,-,Engineering,broken,,Negative
204,"Cleanliness, rooms were not cleaned properly. Bathroom drainage was broken, flush was broken.. when complained, the maintenance worker came and just removed the drainage cover but did not solve the issue. All in all, very bad experience",Negative,flush ,-,Engineering,broken,,Negative
204,"Cleanliness, rooms were not cleaned properly. Bathroom drainage was broken, flush was broken.. when complained, the maintenance worker came and just removed the drainage cover but did not solve the issue. All in all, very bad experience",Negative,maintenance worker,-,Human Resources ,null,did not solve the issue,Negative
204,"Cleanliness, rooms were not cleaned properly. Bathroom drainage was broken, flush was broken.. when complained, the maintenance worker came and just removed the drainage cover but did not solve the issue. All in all, very bad experience",Negative,rooms ,-,Housekeeping,null,not cleaned,Negative
204,"Cleanliness, rooms were not cleaned properly. Bathroom drainage was broken, flush was broken.. when complained, the maintenance worker came and just removed the drainage cover but did not solve the issue. All in all, very bad experience",Negative,Cleanliness,-,Housekeeping,null,,Negative
205,"I booked two rooms. None of them was ready till late in the evening. I had to wait and go spend time in the mall awaiting check in.
Front desk personnel were helpless, despite their seeming politeness 
I was promised a late check out on return. But my cards were deliberately deactivated 
Not a nice experience 
Doesn’t meet the standards of Hayatt at all",Negative,Front desk personnel,-,Human Resources ,helpless,,Negative
205,"I booked two rooms. None of them was ready till late in the evening. I had to wait and go spend time in the mall awaiting check in.
Front desk personnel were helpless, despite their seeming politeness 
I was promised a late check out on return. But my cards were deliberately deactivated 
Not a nice experience 
Doesn’t meet the standards of Hayatt at all",Negative,booked ,-,Housekeeping,null,None of them was ready ,Negative
205,"I booked two rooms. None of them was ready till late in the evening. I had to wait and go spend time in the mall awaiting check in.
Front desk personnel were helpless, despite their seeming politeness 
I was promised a late check out on return. But my cards were deliberately deactivated 
Not a nice experience 
Doesn’t meet the standards of Hayatt at all",Negative,Front desk personnel,-,Human Resources ,null,seeming politeness,Negative
205,"I booked two rooms. None of them was ready till late in the evening. I had to wait and go spend time in the mall awaiting check in.
Front desk personnel were helpless, despite their seeming politeness 
I was promised a late check out on return. But my cards were deliberately deactivated 
Not a nice experience 
Doesn’t meet the standards of Hayatt at all",Negative,experience ,-,General,null,Not a nice ,Negative
206,the room was big and the bed as well. Just these 2 things were good.,Positive,room ,-,Room,big ,,Positive
206,the room was big and the bed as well. Just these 2 things were good.,Positive,bed ,-,Furniture ,null, as well.,Positive
207,Great service  .It was very good experience . Very nice and cooperative staff .,Positive,staff ,-,Human Resources ,cooperative ,,Positive
